passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,wyId,foot,shortName,currentNationalTeamId
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",79,Alassane,,Pl\u00e9a,3775.0,1993-03-10,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25410,right,A. Pl\u00e9a,
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",84,Jimmy,,Briand,3785.0,1985-08-02,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25411,right,J. Briand,
"{'name': 'Philippines', 'id': '608', 'alpha3code': 'PHL', 'alpha2code': 'PH'}",94,Alphonse,,Ar\u00e9ola,3767.0,1993-02-27,195,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25418,right,A. Ar\u00e9ola,4418.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Salvatore,,Sirigu,3185.0,1987-01-12,192,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",25421,right,S. Sirigu,3757.0
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",81,Milan,,Bi\u0161evac,3777.0,1983-08-31,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",25423,right,M. Bi\u0161evac,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,Christophe,,Jallet,3775.0,1983-10-31,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25427,right,C. Jallet,
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",75,Lo\u00efck,,Landre,3193.0,1992-05-05,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25428,right,L. Landre,
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",85,M\u00edchel,,Macedo Rocha Machado,,1990-02-15,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",4238,right,M\u00edchel,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",90,Mathieu,,Bodmer,3789.0,1982-11-22,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25433,right,M. Bodmer,
"{'name': 'Angola', 'id': '24', 'alpha3code': 'AGO', 'alpha2code': 'AO'}",70,Blaise,,Matuidi,3159.0,1987-04-09,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25437,left,B. Matuidi,4418.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",83,Thiago,,Motta,,1982-08-28,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",25439,left,T. Motta,
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Javier Mat\u00edas,,Pastore,3767.0,1989-06-20,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",25440,right,J. Pastore,
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",85,Kalifa,,Coulibaly,3770.0,1991-08-21,197,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",25444,right,K. Coulibaly,19001.0
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",70,Kevin,,Gameiro,679.0,1987-05-09,172,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25445,right,K. Gameiro,
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,S\u00e9bastien,,Corchia,680.0,1990-11-01,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25452,right,S. Corchia,
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",89,Franco,,Armani,12069.0,1986-01-16,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",90991,right,F. Armani,12274.0
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",80,J\u00e9r\u00f4me,,Roussillon,3787.0,1993-01-06,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25457,left,J. Roussillon,
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",74,Ryad,,Boudebouz,684.0,1990-02-19,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25461,left,R. Boudebouz,16009.0
"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",86,Breel-Donald,,Embolo,2449.0,1997-02-14,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",282772,right,B. Embolo,6697.0
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",62,Vincent,,Nogueira,3779.0,1988-01-16,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25467,right,V. Nogueira,
"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",73,Sanjin,,Prci\u0107,3774.0,1993-11-20,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25470,right,S. Prci\u0107,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,Abdoul Razzagui,,Camara,3785.0,1990-02-20,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",25474,left,R. Camara,
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",64,Juan Fernando,,Quintero Paniagua,12069.0,1993-01-18,169,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",91019,left,J. Quintero,12430.0
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",83,Thomas,,Monconduit,3789.0,1991-02-10,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25492,right,T. Monconduit,
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",77,Georges Constant,,Mandjeck,3777.0,1988-12-09,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",25503,right,G. Mandjeck,
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",80,Soualiho,,Me\u00eft\u00e9,3772.0,1994-03-17,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25504,right,S. Me\u00eft\u00e9,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,S\u00e9bastien,,Haller,2462.0,1994-06-22,190,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25512,right,S. Haller,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,Paul-Georges,,Ntep de Madiba,3782.0,1992-07-29,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",25514,right,P. Ntep,
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",74,Yaya,,Sanogo,3780.0,1993-01-27,191,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25517,right,Y. Sanogo,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",87,Maxime,,Dup\u00e9,3770.0,1993-03-04,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25519,right,M. Dup\u00e9,
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",80,Erwin,,Zelazny,3795.0,1991-09-22,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25521,right,E. Zelazny,
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",71,L\u00e9vy Koffi,,Djidji,3770.0,1992-11-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25523,right,K. Djidji,
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",77,Jonathan,,Martins-Pereira,3785.0,1986-01-30,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25526,right,J. Martins-Pereira,
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",81,Daniel Alejandro,,Torres Rojas,696.0,1989-11-15,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",91064,right,D. Torres,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",73,Vincent,,Bessat,,1985-11-08,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25532,left,V. Bessat,
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",73,Issa,,Cissokho,,1985-02-23,173,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25534,right,I. Cissokho,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",66,Jordan,,Veretout,3176.0,1993-03-01,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25541,right,J. Veretout,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,Steve,,Mandanda,3771.0,1985-03-28,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",25552,right,S. Mandanda,4418.0
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,C\u00e9sar,,Azpilicueta Tanco,1610.0,1989-08-28,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",25553,right,Azpilicueta,1598.0
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",71,J\u00e9r\u00e9my,,Morel,3766.0,1984-04-02,172,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25557,left,J. Morel,
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",77,Nicolas,,N'Koulou,3185.0,1990-03-27,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",25558,right,N. N'Koulou,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",68,Morgan,,Amalfitano,,1985-03-20,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25562,right,M. Amalfitano,
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",80,Lo\u00efc,,R\u00e9my,698.0,1987-01-02,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25577,right,L. R\u00e9my,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",71,Jaroslav,,Pla\u0161il,3772.0,1982-01-05,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",25596,right,J. Pla\u0161il,
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",80,Gr\u00e9gory,,Sertic,3771.0,1989-08-05,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25598,right,G. Sertic,
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",90,Cheick Tidiane,,Diabat\u00e9,3219.0,1988-04-25,194,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",25601,right,C. Diabat\u00e9,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",73,Henri,,Saivet,4513.0,1990-10-26,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",25604,right,H. Saivet,
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Emiliano,,Sala,3770.0,1990-10-30,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",25605,right,E. Sala,
"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}",76,Perparim,,Hetemaj,3165.0,1986-12-12,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Kosovo', 'id': '0', 'alpha3code': 'XKS', 'alpha2code': ''}",20653,right,P. Hetemaj,4849.0
"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",72,Chaouki,,Ben Saada,3795.0,1984-07-01,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25616,left,C. Ben Saada,
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",82,Miguel \u00c1ngel,,Borja Hern\u00e1ndez,5646.0,1993-01-26,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",91156,right,M. Borja,12430.0
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",69,Thorgan,,Hazard,2454.0,1993-03-29,174,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",25622,right,T. Hazard,5629.0
"{'name': 'Central African Republic', 'id': '140', 'alpha3code': 'CAF', 'alpha2code': 'CF'}",80,Geoffrey,,Kondogbia,674.0,1993-02-15,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25623,left,G. Kondogbia,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,Ludovic,,Baal,3774.0,1986-05-24,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'French Guiana', 'id': '254', 'alpha3code': 'GUF', 'alpha2code': 'GF'}",25625,left,L. Baal,18799.0
"{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}",76,Stefan,,Posch,2482.0,1997-05-14,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}",282799,right,S. Posch,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",88,Beno\u00eet,,Costil,3772.0,1987-07-03,187,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25632,right,B. Costil,
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",82,Abdoulaye,,Diallo,3774.0,1992-03-30,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25633,right,A. Diallo,19314.0
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",73,Romain,,Danz\u00e9,3774.0,1986-07-03,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25637,right,R. Danz\u00e9,
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",78,Dimitri,,Foulquier,3779.0,1993-03-23,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25638,right,D. Foulquier,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",87,Abdou Kader,,Mangane,,1983-03-23,193,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",25641,right,K. Mangane,
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",84,K\u00e9vin,,Th\u00e9ophile Catherine,3782.0,1989-10-28,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25643,right,K. Th\u00e9ophile Catherine,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",76,Julien,,F\u00e9ret,3783.0,1982-07-05,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25647,right,J. F\u00e9ret,
"{'name': 'Congo', 'id': '178', 'alpha3code': 'COG', 'alpha2code': 'CG'}",82,Yann,,M'Vila,3782.0,1990-06-29,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25649,right,Y. M'Vila,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",68,Vincent,,Pajot,3782.0,1990-09-18,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25650,right,V. Pajot,
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,Sergio,,Pellissier,3165.0,1979-04-12,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20662,right,S. Pellissier,
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",88,St\u00e9phane,,Bahoken,3779.0,1992-05-28,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25673,right,S. Bahoken,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",76,Mathieu,,Debuchy,3782.0,1985-07-28,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25700,right,M. Debuchy,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,Lucas,,Digne,676.0,1993-07-20,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25701,left,L. Digne,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",72,Florent,,Balmont,3804.0,1980-02-02,168,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25704,right,F. Balmont,
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",93,Bakary Adama,,Soumaoro,3776.0,1992-06-18,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25710,right,A. Soumaoro,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,Dimitri ,,Payet,3771.0,1987-03-29,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Reunion', 'id': '638', 'alpha3code': 'REU', 'alpha2code': 'RE'}",25714,right,D. Payet,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,Ronny,,Rodelin,3783.0,1989-11-18,192,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Reunion', 'id': '638', 'alpha3code': 'REU', 'alpha2code': 'RE'}",25715,right,R. Rodelin,
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",85,Axel,,Werner,679.0,1996-02-28,192,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",222324,right,A. Werner,
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",89,Kalidou,,Koulibaly,3187.0,1991-06-20,195,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25726,right,K. Koulibaly,19314.0
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",69,Yeni Atito,,N'Gbakoto,3785.0,1992-01-23,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25741,right,Y. N'Gbakoto,18538.0
"{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",65,Bouna,,Sarr,3771.0,1992-01-31,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25743,right,B. Sarr,
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",85,Benjamin,,Mendy,1625.0,1994-07-17,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",26136,left,B. Mendy,4418.0
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,Jonathan,,Rivierez,3777.0,1989-05-18,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",26138,right,J. Rivierez,
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",82,Andrea,,Raggi,19830.0,1984-06-24,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20677,right,A. Raggi,
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,Yannick,,Cahuzac,3780.0,1985-01-18,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25764,right,Y. Cahuzac,
