wyId,shortName,firstName,middleName,lastName,birthDate,birthArea.id,birthArea.alpha2code,birthArea.alpha3code,birthArea.name,passportArea.id,passportArea.alpha2code,passportArea.alpha3code,passportArea.name
385999,R. Ellis,Robert Massey,,Ellis,,826,EN,XEN,England,826,EN,XEN,England
396656,A. Santoro,Alberto,,Santoro,,380,IT,ITA,Italy,380,IT,ITA,Italy
384924,Carlos Velasco,Carlos,,Velasco Carballo,1971-03-16,724,ES,ESP,Spain,724,ES,ESP,Spain
377268,D. Ghersini,Davide,,Ghersini,1985-04-09,380,IT,ITA,Italy,380,IT,ITA,Italy
385912,S. Attwell,Stuart,,Attwell,1982-10-06,826,EN,XEN,England,826,EN,XEN,England
387272,R. Kampka,Robert,,Kampka,1982-02-21,276,DE,DEU,Germany,276,DE,DEU,Germany
395192,Juan Campos,Juan Antonio,,Campos Salinas,1989-10-16,724,ES,ESP,Spain,724,ES,ESP,Spain
420996,José Martínez,José Luis,,Martínez Serrato,,724,ES,ESP,Spain,724,ES,ESP,Spain
395342,Carlos Calderiña,Carlos,,Calderiña Pavón,,724,ES,ESP,Spain,724,ES,ESP,Spain
395298,Juan Peña,Juan,,Peña Varela,1985-04-30,724,ES,ESP,Spain,724,ES,ESP,Spain
384947,Raúl Cabañero,Raúl,,Cabañero Martínez,,724,ES,ESP,Spain,724,ES,ESP,Spain
377270,J. Sacchi,Juan Luca,,Sacchi,1984-10-13,380,IT,ITA,Italy,380,IT,ITA,Italy
395081,Jorge Bueno,Jorge,,Bueno Mateo,,724,ES,ESP,Spain,724,ES,ESP,Spain
395238,David Recio,David,,Recio Moreno,1989-07-29,724,ES,ESP,Spain,724,ES,ESP,Spain
377243,A. Di Paolo,Aleandro,,Di Paolo ,1977-10-21,380,IT,ITA,Italy,380,IT,ITA,Italy
395064,Ignacio Rubio,Ignacio,,Rubio Palomino,,724,ES,ESP,Spain,724,ES,ESP,Spain
420618,Pablo Brea,Pablo,,Brea Peón,1982-11-11,724,ES,ESP,Spain,724,ES,ESP,Spain
384990,B. Madden,Bobby,,Madden,,1002,SC,XSC,Scotland,1002,SC,XSC,Scotland
385921,M. Perry,Marc,,Perry,,826,EN,XEN,England,826,EN,XEN,England
398945,Javier Alberola,Javier,,Alberola Rojas,1991-06-22,724,ES,ESP,Spain,724,ES,ESP,Spain
379038,A. Crispo,Andrea,,Crispo,,380,IT,ITA,Italy,380,IT,ITA,Italy
386623,A. Davies,Andy,,Davies,,826,EN,XEN,England,826,EN,XEN,England
380616,J. Saidov,Jakhongir,,Saidov,,860,UZ,UZB,Uzbekistan,860,UZ,UZB,Uzbekistan
395093,Rubén Ávalos,Rubén,,Ávalos Barrera,1987-09-12,724,ES,ESP,Spain,724,ES,ESP,Spain
377252,M. Fabbri,Michael,,Fabbri,1983-12-08,380,IT,ITA,Italy,380,IT,ITA,Italy
396655,D. Cecconi,Dario,,Cecconi,,380,IT,ITA,Italy,380,IT,ITA,Italy
517393,M. Scatragli,Marco,,Scatragli,,380,IT,ITA,Italy,380,IT,ITA,Italy
383185,V. Kassai,Viktor,,Kassai,1975-09-10,348,HU,HUN,Hungary,348,HU,HUN,Hungary
395486,Marcos Cerdán,Marcos,,Cerdán Aguilar,,724,ES,ESP,Spain,724,ES,ESP,Spain
384953,R. Buquet,Ruddy,,Buquet,1977-01-29,250,FR,FRA,France,250,FR,FRA,France
378947,S. Luzi,Stephan,,Luzi,1974-12-18,250,FR,FRA,France,250,FR,FRA,France
419657,M. Sinn,Markus,,Sinn,1979-02-02,276,DE,DEU,Germany,276,DE,DEU,Germany
393591,G. Luciano,Giovanni,,Luciano,,380,IT,ITA,Italy,380,IT,ITA,Italy
378212,E. Cáceres,Enrique,,Cáceres,,600,PY,PRY,Paraguay,600,PY,PRY,Paraguay
395354,Alejandro Muñiz,Alejandro,,Muñíz Ruiz,1991-05-24,724,ES,ESP,Spain,724,ES,ESP,Spain
383889,C. Fischer,Christian,,Fischer,1970-08-04,276,DE,DEU,Germany,276,DE,DEU,Germany
388411,F. Posado,Fabrizio,,Posado,,380,IT,ITA,Italy,380,IT,ITA,Italy
420995,Mario Melero,Mario,,Melero López,1979-07-02,724,ES,ESP,Spain,724,ES,ESP,Spain
393628,E. Prenna,Emanuele,,Prenna,,380,IT,ITA,Italy,380,IT,ITA,Italy
420665,Daniel Palencia,Daniel,,Palencia Caballero,1992-01-30,724,ES,ESP,Spain,724,ES,ESP,Spain
385013,J. Praprotnik,Jure,,Praprotnik,,705,SI,SVN,Slovenia,705,SI,SVN,Slovenia
395062,José González,José Luis,,González González,1974-09-06,724,ES,ESP,Spain,724,ES,ESP,Spain
395210,Raúl González,Raúl Martín,,González Francés,1988-10-11,724,ES,ESP,Spain,724,ES,ESP,Spain
388345,R. Landry,Remi,,Landry,,250,FR,FRA,France,250,FR,FRA,France
385509,F. Boudikian,François,,Boudikian,,250,FR,FRA,France,250,FR,FRA,France
383884,M. Borsch,Mark,,Borsch,1977-03-16,276,DE,DEU,Germany,276,DE,DEU,Germany
385490,M. Lombard,Matthieu,,Lombard,,250,FR,FRA,France,250,FR,FRA,France
396651,S. Giovani,Stefano,,Giovani,,380,IT,ITA,Italy,380,IT,ITA,Italy
393456,S. Longo,Stefano,,Longo,,250,FR,FRA,France,250,FR,FRA,France
385547,C. Günsch,Christof,,Günsch,,276,DE,DEU,Germany,276,DE,DEU,Germany
407737,J. Sikazwe,Janny,,Sikazwe,1979-05-26,894,ZM,ZMB,Zambia,894,ZM,ZMB,Zambia
385955,J. Simpson,Jeremy,,Simpson,1975-05-13,826,EN,XEN,England,826,EN,XEN,England
385504,G. Lang,Gilles,,Lang,,250,FR,FRA,France,250,FR,FRA,France
395061,José Matías,José Manuel,,Matías Caballero,1973-08-10,724,ES,ESP,Spain,724,ES,ESP,Spain
392692,F. Preti,Fabiano,,Preti,,380,IT,ITA,Italy,380,IT,ITA,Italy
381863,J. Wicht,Jean-Yves,,Wicht,,756,CH,CHE,Switzerland,756,CH,CHE,Switzerland
384895,F. Cano,Frédéric,,Cano,1973-07-23,250,FR,FRA,France,250,FR,FRA,France
456280,K. Zitouni,Kader,,Zitouni,,1012,TA,XTA,Tahiti,1012,TA,XTA,Tahiti
407722,M. Diedhiou,Malang,,Diedhiou,,686,SN,SEN,Senegal,686,SN,SEN,Senegal
396661,T. Villa,Tarcisio,,Villa,,380,IT,ITA,Italy,380,IT,ITA,Italy
384898,F. Brych,Felix,,Brych,1975-08-03,276,DE,DEU,Germany,276,DE,DEU,Germany
377257,L. Pairetto,Luca,,Pairetto,1984-04-14,380,IT,ITA,Italy,380,IT,ITA,Italy
384969,Jon Núñez,Jon,,Núñez Fernández,,724,ES,ESP,Spain,724,ES,ESP,Spain
395100,Albert Ávalos,Albert,,Ávalos Martos,1986-04-22,724,ES,ESP,Spain,724,ES,ESP,Spain
384903,D. McGraith,Damien,,McGraith,1980-10-12,372,IE,IRL,Ireland Republic,372,IE,IRL,Ireland Republic
420691,Daniel Baiges,Daniel David,,Baiges Dones,1989-11-26,724,ES,ESP,Spain,724,ES,ESP,Spain
458045,A. González,Alexander,,González,,862,VE,VEN,Venezuela,862,VE,VEN,Venezuela
387277,J. Pfeifer,Johann,,Pfeifer,,276,DE,DEU,Germany,276,DE,DEU,Germany
557224,M. Javier,Mateo Valero,,Francisco Javier,,724,ES,ESP,Spain,724,ES,ESP,Spain
386323,M. Berchebru,Mikael,,Berchebru,,250,FR,FRA,France,250,FR,FRA,France
394732,L. Marinelli,Livio,,Marinelli,1984-11-06,380,IT,ITA,Italy,380,IT,ITA,Italy
385497,S. Palhies,Sylvain,,Palhies,1977-11-11,250,FR,FRA,France,250,FR,FRA,France
395163,David Pinto,David Jesús,,Pinto Herrera,1981-08-20,724,ES,ESP,Spain,724,ES,ESP,Spain
392330,D. Đurđević,Dalibor,,Đurđević,1973-03-25,688,RS,SRB,Serbia,688,RS,SRB,Serbia
387274,R. Kempter,Robert,,Kempter,1988-03-22,276,DE,DEU,Germany,276,DE,DEU,Germany
393618,F. Fiore,Francesco,,Fiore,1982-11-03,380,IT,ITA,Italy,380,IT,ITA,Italy
383887,T. Christ,Tobias,,Christ,1976-06-26,276,DE,DEU,Germany,276,DE,DEU,Germany
383334,C. Leicher,Christian,,Leicher,1978-08-21,276,DE,DEU,Germany,276,DE,DEU,Germany
395066,Andoni Huerga,Andoni,,Huerga Cermeño,,724,ES,ESP,Spain,724,ES,ESP,Spain
384955,N. Danos,Nicolas,,Danos,,250,FR,FRA,France,250,FR,FRA,France
377232,P. Mazzoleni,Paolo Silvio,,Mazzoleni,1974-06-12,380,IT,ITA,Italy,380,IT,ITA,Italy
388914,A. Grare,Antoine,,Grare,,250,FR,FRA,France,250,FR,FRA,France
393587,F. Piscopo,Fabio,,Piscopo,1986-11-03,380,IT,ITA,Italy,380,IT,ITA,Italy
378144,Emerson De Carvalho,Emerson Augusto,,De Carvalho,1972-06-24,76,BR,BRA,Brazil,76,BR,BRA,Brazil
384145,M. Torrentera,Marvin César,,Torrentera Rivera,1971-02-25,484,MX,MEX,Mexico,484,MX,MEX,Mexico
379045,Diego Barbero,Diego,,Barbero Sevilla,,724,ES,ESP,Spain,724,ES,ESP,Spain
395088,César Soto,César,,Soto Grado,1980-06-17,724,ES,ESP,Spain,724,ES,ESP,Spain
395271,Alberto González,Alberto,,González Hernández,1988-07-14,724,ES,ESP,Spain,724,ES,ESP,Spain
456340,Mario Díaz,Mario,,Díaz Ortiz,,724,ES,ESP,Spain,724,ES,ESP,Spain
377237,R. Pinzani,Riccardo,,Pinzani,1978-04-21,380,IT,ITA,Italy,380,IT,ITA,Italy
381617,M. Clattenburg,Mark,,Clattenburg,1975-03-13,826,EN,XEN,England,826,EN,XEN,England
420032,A. Chiocchi,Andrea,,Chiocchi,,380,IT,ITA,Italy,380,IT,ITA,Italy
395318,Sergio Escriche,Sergio,,Escriche Guzmán,1989-03-07,724,ES,ESP,Spain,724,ES,ESP,Spain
393151,M. McDonough,Mick,,McDonough,,826,EN,XEN,England,826,EN,XEN,England
395205,Víctor Rives,Víctor,,Rives Leal,1983-04-21,724,ES,ESP,Spain,724,ES,ESP,Spain
420994,Manuel Torre,Manuel Ángel,,Torre Cimiano,,724,ES,ESP,Spain,724,ES,ESP,Spain
385799,B. Jouannaud,Bertrand,,Jouannaud,,250,FR,FRA,France,250,FR,FRA,France
383492,E. Liberatore,Elenito,,Di Liberatore,,380,IT,ITA,Italy,380,IT,ITA,Italy
460048,Jaime Ruiz,Jaime,,Ruiz Álvarez,1987-02-22,724,ES,ESP,Spain,724,ES,ESP,Spain
387146,B. Steinhaus,Bibiana,,Steinhaus,1979-03-24,276,DE,DEU,Germany,276,DE,DEU,Germany
457643,C. Rossi,Christian,,Rossi,,380,IT,ITA,Italy,380,IT,ITA,Italy
379752,F. Andås,Frank,,Andås,1975-09-26,578,NO,NOR,Norway,578,NO,NOR,Norway
384891,M. Mullarkey,Mike,,Mullarkey,1970-05-03,826,EN,XEN,England,826,EN,XEN,England
396653,A. Di Martino,Antonio,,Di Martino,1987-12-22,380,IT,ITA,Italy,380,IT,ITA,Italy
398960,Iván Hernández,Iván,,Hernández Ramos,,724,ES,ESP,Spain,724,ES,ESP,Spain
377258,G. Manganiello,Gianluca,,Manganiello,1981-11-28,380,IT,ITA,Italy,380,IT,ITA,Italy
379067,T. Mokrusch,Tomáš,,Mokrusch,,203,CZ,CZE,Czech Republic,203,CZ,CZE,Czech Republic
457938,L. Lanotte,Luigi,,Lanotte,,380,IT,ITA,Italy,380,IT,ITA,Italy
385918,A. Halliday,Andy,,Halliday,,826,EN,XEN,England,826,EN,XEN,England
379973,C. Ramos,César Arturo,,Ramos Palazuelos,1983-12-15,484,MX,MEX,Mexico,484,MX,MEX,Mexico
385517,G. Pasqualotti,Gwenaël,,Pasqualotti,,250,FR,FRA,France,250,FR,FRA,France
381844,G. Debart,Guillaume,,Debart,,250,FR,FRA,France,250,FR,FRA,France
